Crop,Soil_Type,Season,Region,N,P,K,pH,Rainfall,Temperature,Humidity,Yield_kg_per_acre,Productivity,output
Millets,Loamy,Kharif,South,76,37,18,5.51,190.2,31.5,35,23.16,Low,0
Millets,Red,Kharif,East,153,75,160,5.9,235.2,23.6,60.3,25.68,Moderate,1
Wheat,Red,Kharif,East,274,167,223,7.31,402.8,26.7,66.2,37.1,High,1
Cotton,Loamy,Zaid,East,276,150,150,7.88,268.6,18.1,85.2,37.82,High,1
Wheat,Red,Zaid,North,187,110,157,6.45,254.6,23.6,52.9,30.63,Moderate,1
Rice,Loamy,Zaid,North,209,162,288,6.76,429,25.3,88.4,33.42,High,1
Wheat,Black,Rabi,Central,51,35,68,5.73,198.5,31.9,26,26.11,Low,0
Sugarcane,Black,Zaid,West,134,112,82,5.99,284.6,27.4,55.1,32.87,Moderate,1
Cotton,Black,Kharif,West,211,124,246,8.17,263.5,27.3,88.2,44.74,High,1
Millets,Sandy,Kharif,North,219,122,175,6.97,407.5,20.2,71.4,37.08,High,1
Cotton,Clay,Kharif,North,244,125,168,7.75,386.9,18.2,86.8,32.07,High,1
Maize,Red,Kharif,South,196,163,287,7.69,396.9,27.2,79.9,37.93,High,1
Cotton,Loamy,Kharif,West,120,79,123,7.15,291.5,27.9,72.1,23.91,Moderate,1
Rice,Sandy,Kharif,South,136,73,138,7.29,257,31,59.1,24.83,Moderate,1
Sugarcane,Clay,Rabi,Central,117,47,18,6.03,179.4,30.4,41.3,24.85,Low,0
Millets,Loamy,Zaid,West,149,53,148,6.22,178.9,24.9,60.3,28.13,Moderate,1
Rice,Clay,Zaid,Central,246,134,218,8.02,429.7,25.2,68.3,42.67,High,1
Wheat,Red,Rabi,East,194,114,149,7.15,305.2,22,45.2,30.61,Moderate,1
Millets,Black,Kharif,North,101,119,106,5.96,161.4,28.7,54.9,28.47,Moderate,1
Rice,Sandy,Zaid,North,46,42,47,5.65,189.2,32.3,26.3,15.42,Low,0
Millets,Red,Zaid,North,289,124,203,8.03,390.7,26.9,61.9,38.12,High,1
Millets,Loamy,Kharif,East,73,60,55,6.19,87.4,32.9,44.2,23.62,Low,0
Sugarcane,Sandy,Zaid,Central,79,60,58,5.46,138.4,37.2,26.9,25.55,Low,0
Cotton,Loamy,Zaid,East,137,93,107,6.86,293.9,24.9,55.6,33.42,Moderate,1
Cotton,Red,Kharif,East,129,88,90,6.25,221.5,27,69.4,26.56,Moderate,1
Sugarcane,Loamy,Zaid,South,177,70,178,7.24,229.8,28.5,40.3,23.65,Moderate,1
Millets,Sandy,Zaid,North,64,58,60,5.51,158.6,34.6,35,16.88,Low,0
Wheat,Clay,Zaid,West,181,98,177,6.95,206.7,24.4,70,31.81,Moderate,1
Cotton,Black,Kharif,Central,70,47,83,5.64,94.4,34.6,43.7,18.31,Low,0
Millets,Black,Rabi,Central,293,139,199,6.78,409.5,21.4,74.1,40.33,High,1
Millets,Clay,Kharif,North,91,97,78,5.98,185.3,25.2,52.2,25.64,Moderate,1
Maize,Black,Kharif,Central,206,132,178,6.61,283.2,23.6,82.7,39.89,High,1
Millets,Clay,Kharif,East,116,55,80,5.94,104.7,32.9,47.3,16.72,Low,0
Sugarcane,Black,Kharif,West,69,37,48,5.23,170.7,31.4,31.4,18.88,Low,0
Rice,Clay,Zaid,West,43,26,73,5.42,112.2,31.3,28.8,21.54,Low,0
Sugarcane,Sandy,Rabi,Central,100,56,63,5.92,163.5,33,39.2,15.88,Low,0
Wheat,Red,Zaid,West,234,103,203,6.69,406.1,26.9,63.9,31.59,High,1
Rice,Black,Rabi,South,219,101,260,8.01,306.4,21.2,78.4,32.06,High,1
Wheat,Sandy,Rabi,North,88,55,51,5.28,186.9,36.5,33.2,19.77,Low,0
Cotton,Red,Rabi,Central,101,48,85,6.14,130.7,30.7,25.3,26.41,Low,0
Sugarcane,Clay,Rabi,North,51,61,61,5.1,171.1,33.1,25.7,15.03,Low,0
Rice,Black,Rabi,East,90,47,25,5.88,104.3,36.1,42.3,15.04,Low,0
Sugarcane,Loamy,Zaid,West,165,150,155,8.17,320.8,18.5,62.9,42.84,High,1
Rice,Clay,Zaid,West,200,147,211,7.19,400.4,23.6,79,33.25,High,1
Sugarcane,Black,Rabi,Central,54,21,53,5.11,181.4,34.8,46.9,16.52,Low,0
Cotton,Red,Rabi,North,87,41,88,5.9,186.7,33,26.8,19.58,Low,0
Maize,Black,Rabi,South,110,56,121,7.33,297.9,25.8,54.1,30.29,Moderate,1
Maize,Sandy,Kharif,South,87,15,68,6.04,179.6,35.6,26.6,15.79,Low,0
Maize,Clay,Zaid,East,147,116,121,6.07,189.2,24.9,46.7,32.07,Moderate,1
Wheat,Black,Kharif,Central,235,109,278,7.69,401.6,23.2,73.8,33.59,High,1
Rice,Clay,Kharif,North,196,87,108,6.28,187.4,28.1,65.4,33.26,Moderate,1
Millets,Sandy,Rabi,East,281,152,276,6.76,337.4,27.9,84.9,42.48,High,1
Wheat,Sandy,Kharif,North,45,35,70,5.73,122.4,35.4,38.5,16.24,Low,0
Wheat,Black,Kharif,North,226,107,286,8.15,258.3,19.1,63.9,40.72,High,1
Cotton,Sandy,Kharif,Central,113,18,51,5.93,179.5,32.2,46.1,25.32,Low,0
Sugarcane,Red,Kharif,North,249,158,166,6.74,419.9,19.1,82,37.24,High,1
Millets,Black,Zaid,North,42,39,73,5.48,170.7,37.2,42.9,24.51,Low,0
Cotton,Loamy,Rabi,Central,83,54,23,5.41,74.1,31.9,52.7,24.17,Low,0
Sugarcane,Loamy,Kharif,Central,93,105,144,6.63,238.3,25.3,64.8,25.2,Moderate,1
Millets,Clay,Rabi,West,49,59,84,5.49,83.1,34.9,28.3,19.28,Low,0
Cotton,Loamy,Zaid,North,137,94,164,7.42,227,27.8,65.6,22.05,Moderate,1
Maize,Red,Kharif,Central,118,23,85,5.45,89.3,31.1,50.8,16.44,Low,0
Rice,Clay,Zaid,North,41,34,32,5.25,95.6,33.3,29.8,21.92,Low,0
Cotton,Clay,Rabi,South,54,39,76,6.25,86.9,32.2,54.2,15.93,Low,0
Millets,Loamy,Rabi,Central,195,132,288,8.1,409.3,27.7,76.3,42.1,High,1
Sugarcane,Red,Zaid,West,228,122,244,8.02,416.2,25.7,89.5,37.9,High,1
Cotton,Red,Zaid,Central,215,165,200,6.67,429.6,20.2,87.8,39.2,High,1
Wheat,Sandy,Kharif,Central,91,50,115,6.42,171.7,24.4,69.4,26.21,Moderate,1
Wheat,Sandy,Kharif,North,234,165,289,8.1,282.3,24.8,76.6,33.07,High,1
Wheat,Black,Rabi,East,99,66,55,5.78,159.2,33.2,31.7,26.6,Low,0
Cotton,Clay,Rabi,West,156,115,84,7.14,239.2,27.6,70.9,29.28,Moderate,1
Rice,Black,Zaid,South,289,117,217,8.15,318.3,21,84.2,44.94,High,1
Rice,Red,Zaid,East,195,125,174,7.78,298.5,24.2,89.4,41.37,High,1
Sugarcane,Sandy,Kharif,South,185,93,126,5.92,166.7,28.1,62.3,26.4,Moderate,1
Maize,Black,Rabi,East,258,114,177,7.51,388.1,26.2,77.2,36,High,1
Wheat,Clay,Rabi,Central,172,140,276,7.94,399.3,19.1,60.3,38.16,High,1
Cotton,Red,Rabi,East,239,155,292,7.05,353.4,21.5,86.2,37.69,High,1
Cotton,Red,Rabi,South,92,34,66,5.87,113.2,37.6,42.4,19.54,Low,0
Sugarcane,Red,Zaid,West,117,74,105,6.56,160.7,26.8,67.8,30.63,Moderate,1
Maize,Clay,Zaid,Central,46,40,27,6.03,78.8,37.6,26.4,26.4,Low,0
Wheat,Black,Kharif,West,170,58,164,6.73,151.7,22.9,44.1,32.87,Moderate,1
Sugarcane,Red,Kharif,Central,189,66,176,6.54,184.8,22.4,67.1,31.62,Moderate,1
Rice,Clay,Kharif,West,74,46,69,6.26,121.9,30.4,49.1,18.69,Low,0
Sugarcane,Clay,Rabi,South,239,131,252,6.63,250.9,26.5,78.5,43.79,High,1
Sugarcane,Black,Zaid,North,114,51,46,5.7,95.3,32.9,44.4,26.05,Low,0
Sugarcane,Black,Kharif,Central,269,146,167,8.06,435.3,27.1,87.1,38.08,High,1
Rice,Loamy,Kharif,Central,181,114,110,6.73,263.5,22.3,55.7,32.85,Moderate,1
Sugarcane,Loamy,Kharif,East,55,69,24,5.67,104.2,33.4,47.8,18.42,Low,0
Wheat,Black,Zaid,East,94,25,80,5.53,126.6,35.6,26.5,17.26,Low,0
Wheat,Red,Rabi,Central,111,67,89,5.61,128,33.8,40.7,20.65,Low,0
Rice,Red,Rabi,North,256,158,158,7.74,435.9,19.3,75.9,39.79,High,1
Rice,Black,Kharif,South,233,143,299,8.18,448.7,23.4,89.5,44.15,High,1
Sugarcane,Clay,Zaid,Central,185,159,232,6.84,257.2,19.3,70.1,39.6,High,1
Maize,Black,Rabi,South,240,127,243,7.86,334.2,22.3,68.2,40.59,High,1
Millets,Loamy,Kharif,South,54,57,34,6.25,74,37.3,40.8,15.46,Low,0
Cotton,Loamy,Kharif,West,113,30,71,5.38,110.9,35.1,39.8,23.49,Low,0
Wheat,Loamy,Kharif,North,106,25,17,6.28,144.7,32.8,31,21.64,Low,0
Millets,Clay,Rabi,South,43,45,66,5.87,139.6,35.2,25.3,26.81,Low,0
Cotton,Red,Zaid,South,252,159,278,7.2,328,24.2,85.1,38.46,High,1
Maize,Red,Zaid,South,80,60,87,5.55,84.5,31.5,38.7,24.69,Low,0
Cotton,Black,Zaid,North,133,68,110,5.96,245,25.8,69.8,28.18,Moderate,1
Wheat,Red,Rabi,East,280,149,268,7.6,350.8,27,76,33.7,High,1
Millets,Red,Kharif,South,252,139,269,8.05,291.7,22.5,63.6,35.13,High,1
Sugarcane,Sandy,Zaid,North,261,153,169,7.78,363.6,26.5,88.8,31.35,High,1
Cotton,Loamy,Rabi,East,98,33,68,5.81,163.4,33.2,35.6,15.44,Low,0
Sugarcane,Red,Rabi,West,82,62,32,5.54,197.3,33.5,30.5,24.36,Low,0
Cotton,Clay,Zaid,West,272,134,173,8.09,260.3,24.6,88.7,30.23,High,1
Cotton,Black,Kharif,Central,166,68,149,6.16,172.9,26.3,57.6,34.47,Moderate,1
Millets,Sandy,Kharif,Central,61,64,61,5.29,179.8,36.4,28,17.41,Low,0
Wheat,Loamy,Rabi,Central,54,16,44,5.43,158.4,32.2,51.4,19.1,Low,0
Wheat,Sandy,Zaid,West,138,108,163,6.3,266,29.9,59.2,30.68,Moderate,1
Sugarcane,Sandy,Kharif,North,290,158,247,7.9,429,23.4,62.5,32.51,High,1
Wheat,Sandy,Kharif,Central,243,169,186,6.77,331.4,19.5,76.2,39.08,High,1
Maize,Black,Kharif,West,179,65,104,6.43,165.8,31,60.8,23.49,Moderate,1
Cotton,Clay,Rabi,East,220,168,287,6.56,286.3,20.9,61.3,37.93,High,1
Wheat,Sandy,Rabi,North,65,69,17,6.08,76.7,35.5,35.7,18.82,Low,0
Millets,Black,Kharif,East,239,101,205,6.58,410.3,24.8,80.2,30.24,High,1
Wheat,Loamy,Zaid,Central,190,52,171,6.47,200,22.5,48.1,26.59,Moderate,1
Maize,Loamy,Kharif,South,181,128,234,6.65,411.3,20.5,81.8,34.06,High,1
Maize,Red,Rabi,South,144,86,111,7.49,207,31.9,48.8,26.73,Moderate,1
Sugarcane,Black,Kharif,North,41,37,60,5.87,184.4,33.5,36.1,20.89,Low,0
Maize,Black,Rabi,East,64,39,77,5.34,89.8,37.8,45.5,23.86,Low,0
Maize,Loamy,Rabi,Central,204,104,162,8.11,336.9,24.3,62.6,34.94,High,1
Rice,Loamy,Kharif,Central,250,153,226,7.15,448.3,21.9,87.1,32.49,High,1
Maize,Loamy,Zaid,Central,100,32,52,5.1,121.2,33.8,50.1,20.69,Low,0
Rice,Clay,Zaid,West,212,132,233,7.18,332.5,25.8,61.3,39.63,High,1
Wheat,Black,Kharif,West,85,50,18,6,95.5,36.3,35.3,16.66,Low,0
Cotton,Sandy,Zaid,South,114,54,29,5.75,74.7,35,54.9,24.65,Low,0
Cotton,Clay,Rabi,North,184,63,110,6.44,299.8,29.8,54.6,29.79,Moderate,1
Maize,Loamy,Rabi,South,185,54,174,7.49,176.2,24.9,64.3,33.49,Moderate,1
Cotton,Sandy,Rabi,Central,131,104,124,6.81,308.4,24.3,59,25.74,Moderate,1
Sugarcane,Black,Rabi,East,197,111,147,6.39,319.3,23,43.1,28.44,Moderate,1
Wheat,Loamy,Rabi,East,98,119,103,6.45,278.3,31.8,51.7,33.94,Moderate,1
Millets,Loamy,Rabi,West,166,81,166,5.96,283.3,22.2,72.4,32.52,Moderate,1
Rice,Red,Rabi,West,114,18,66,5.68,92.6,36.1,44.8,22.61,Low,0
Sugarcane,Red,Rabi,North,106,109,151,6.19,229.4,24.2,45.5,29.03,Moderate,1
Maize,Loamy,Zaid,East,206,164,260,7.24,319.9,27.9,76.4,33.84,High,1
Maize,Loamy,Zaid,North,85,38,86,5.09,196.4,35.8,32.5,19.57,Low,0
Maize,Black,Kharif,North,117,118,134,6.88,185.4,24.5,63.3,29.18,Moderate,1
Cotton,Black,Zaid,East,98,79,87,5.87,153.8,26.1,59,23.09,Moderate,1
Maize,Sandy,Kharif,Central,96,16,71,6.19,154,32.1,36.7,24.14,Low,0
Sugarcane,Sandy,Rabi,South,86,31,88,6.29,77.1,33.3,42.7,23.12,Low,0
Wheat,Black,Kharif,South,112,116,113,5.88,211.9,24.9,70.7,28.54,Moderate,1
Millets,Loamy,Kharif,West,208,105,231,6.76,422.2,24.6,84.6,35.19,High,1
Maize,Black,Kharif,Central,119,63,155,5.9,164.8,31.9,70.8,28.09,Moderate,1
Maize,Sandy,Rabi,South,149,62,166,6.45,172.7,30.3,64.2,32.96,Moderate,1
Rice,Black,Zaid,West,93,94,169,6.99,293.6,24,51.7,23.36,Moderate,1
Cotton,Red,Rabi,West,171,90,130,6.94,171.4,22,41.5,26.45,Moderate,1
Rice,Black,Kharif,Central,92,67,65,6.25,154.8,37.6,32.2,22.73,Low,0
Millets,Loamy,Kharif,West,188,94,98,6.77,273.7,31.2,66.6,27.08,Moderate,1
Millets,Sandy,Zaid,Central,94,29,59,5.63,93.1,30.7,44.8,25.27,Low,0
Cotton,Sandy,Rabi,East,46,45,22,5.38,86.7,36.7,39,23.53,Low,0
Cotton,Red,Kharif,North,97,49,49,5.12,131,30.3,28.1,17.16,Low,0
Wheat,Loamy,Rabi,South,106,39,76,5.25,107.9,35.9,40.7,21.99,Low,0
Maize,Clay,Zaid,Central,181,107,164,6.92,339.9,19.9,82.2,41.55,High,1
Cotton,Clay,Zaid,East,219,149,256,7.67,308.4,21.7,67.2,32.21,High,1
Rice,Loamy,Kharif,West,88,58,37,5.54,141.6,36,53.6,18.58,Low,0
Millets,Red,Rabi,West,225,125,287,7.59,291.1,22,73.8,36.39,High,1
Cotton,Loamy,Zaid,West,76,50,81,5.31,82.3,32.8,26.7,18.68,Low,0
Cotton,Black,Rabi,Central,89,65,84,6.04,173.8,33.2,54,22.24,Low,0
Maize,Red,Rabi,South,192,107,298,7.05,330.4,18.5,67.4,36.94,High,1
Maize,Red,Kharif,West,93,116,138,7.28,173.9,24.1,66.7,22.15,Moderate,1
Cotton,Red,Kharif,South,97,35,61,5.18,136.3,35.2,37.5,23.2,Low,0
Cotton,Clay,Zaid,Central,116,32,68,6.26,91.3,35.7,34,15.78,Low,0
Sugarcane,Loamy,Rabi,South,111,15,76,6.02,89.1,33.8,29.2,19.75,Low,0
Millets,Loamy,Rabi,Central,143,117,163,6.93,295.7,29.7,71.2,34.48,Moderate,1
Millets,Black,Rabi,West,66,47,76,6.06,109,37.2,34.5,23.63,Low,0
Cotton,Red,Zaid,Central,279,135,283,7.17,343.4,23.6,78.1,38.18,High,1
Maize,Black,Kharif,Central,277,101,211,6.64,386.6,18.5,73.7,38.74,High,1
Maize,Red,Rabi,South,102,86,163,6.19,303.7,24.8,54.8,23.75,Moderate,1
Wheat,Black,Zaid,Central,108,28,35,5.43,177.9,37,40.5,18.4,Low,0
Rice,Loamy,Kharif,North,255,169,257,8.13,280.2,27.3,66,42.92,High,1
Rice,Loamy,Zaid,West,120,88,94,6.75,152.4,28.6,42.6,32.78,Moderate,1
Maize,Clay,Kharif,South,105,80,159,6.43,170.4,28.3,43.8,34.77,Moderate,1
Sugarcane,Clay,Rabi,East,283,141,265,7.41,405,18.4,70.6,33.15,High,1
Millets,Sandy,Rabi,North,86,22,45,5.62,195.1,37.6,44.6,17.63,Low,0
Sugarcane,Red,Zaid,East,265,100,242,7.4,352.9,22.3,74.8,44.84,High,1
Maize,Sandy,Kharif,Central,109,43,56,5.58,128.4,30.4,49.8,21.32,Low,0
Cotton,Red,Kharif,Central,68,15,32,5.93,165.6,37.8,51.3,20.69,Low,0
Rice,Sandy,Kharif,South,250,125,208,8.1,404.8,22.8,89.8,32.73,High,1
Cotton,Loamy,Kharif,South,298,133,237,7.95,415.1,26.5,75.2,42.68,High,1
Maize,Black,Kharif,East,151,80,163,6.07,205.4,29,58.3,24.46,Moderate,1
Cotton,Red,Kharif,West,214,131,156,8.04,394.5,21.2,77.8,33.39,High,1
Cotton,Red,Zaid,West,94,87,146,7.22,225.5,25,52.7,24.4,Moderate,1
Millets,Black,Zaid,South,99,27,60,5.65,194.4,37.3,47.1,16.1,Low,0
Millets,Clay,Kharif,West,111,106,121,6.15,246.8,29.5,64.1,28.54,Moderate,1
Rice,Black,Zaid,Central,145,110,106,6.2,311.6,26.6,62.2,29.57,Moderate,1
Maize,Clay,Zaid,East,286,106,274,7.29,313.9,21.3,87.9,31.63,High,1
Millets,Red,Zaid,South,286,106,174,6.69,313,27,87.6,30.43,High,1
Maize,Loamy,Kharif,North,202,120,174,6.58,310.8,18.3,72.4,38.85,High,1
Rice,Loamy,Zaid,East,113,38,56,5.75,115.6,30.1,42.8,21.17,Low,0
Sugarcane,Red,Zaid,North,187,104,170,7.03,431.5,23.1,80.1,36.11,High,1
Cotton,Sandy,Zaid,East,287,130,201,7.63,324.4,26.6,65.9,38.83,High,1
Wheat,Black,Rabi,Central,114,72,77,7.02,156.5,26.8,71.6,22.06,Moderate,1
Sugarcane,Black,Zaid,Central,40,45,86,6.28,185.5,34.4,34.7,20.95,Low,0
Rice,Sandy,Zaid,South,187,96,131,5.97,180.8,22.8,60.1,33.11,Moderate,1
Millets,Red,Zaid,South,228,152,293,7.18,253.7,23.1,61,44.35,High,1
Millets,Black,Rabi,East,61,30,71,6.1,93.8,34.2,54.1,26.63,Low,0
Cotton,Loamy,Zaid,North,113,54,29,6.05,72.5,32.7,25.3,24.24,Low,0
Cotton,Sandy,Kharif,North,105,61,42,5.39,71.7,30.3,31.8,25.69,Low,0
Sugarcane,Sandy,Rabi,Central,49,33,69,5,191.6,30.5,52.2,21.66,Low,0
Maize,Clay,Zaid,South,261,157,183,8.06,438.3,24.2,75.7,33.17,High,1
Cotton,Loamy,Rabi,East,67,54,83,5.7,190.5,33.4,44.7,26.99,Low,0
Maize,Black,Zaid,South,134,70,128,6.29,199.1,25.6,44,33.91,Moderate,1
Maize,Red,Kharif,North,94,43,53,5.1,156.6,35.7,28.7,15.04,Low,0
Wheat,Black,Kharif,East,146,57,74,6.74,250.6,27.4,60.4,27.95,Moderate,1
Cotton,Sandy,Kharif,Central,99,61,145,6.12,248.4,28.7,64.3,26.53,Moderate,1
Rice,Black,Kharif,East,168,151,245,8.2,447.7,25.2,67.3,32.32,High,1
Cotton,Black,Zaid,West,92,46,42,5.23,73,31.3,53.1,17.05,Low,0
Millets,Black,Rabi,South,124,82,72,6.07,150.1,26.6,60.1,25.39,Moderate,1
Millets,Red,Kharif,West,49,15,41,5.9,187.4,31.7,45.5,15.42,Low,0
Cotton,Black,Kharif,West,51,40,52,5.84,138.8,36.9,42.4,15.47,Low,0
Millets,Black,Kharif,South,88,17,36,6.04,169.4,32,46.3,16.07,Low,0
Wheat,Loamy,Kharif,East,94,28,25,5.52,188.2,35,35.6,22.9,Low,0
Maize,Sandy,Kharif,West,114,23,74,5.56,195.2,34,47.4,23.78,Low,0
Cotton,Red,Rabi,North,115,61,85,5.59,184.4,30,53.1,20.54,Low,0
Sugarcane,Sandy,Rabi,North,226,131,166,7.35,324.7,26.9,63.9,34.22,High,1
Cotton,Loamy,Zaid,West,98,26,76,5.62,159,33.6,50.8,18.7,Low,0
Maize,Clay,Kharif,Central,224,105,293,6.54,281.8,26.7,86.2,43.38,High,1
Rice,Loamy,Kharif,West,113,94,104,7.05,263.4,23.5,56.8,32.76,Moderate,1
Sugarcane,Clay,Kharif,East,106,52,15,5.81,129.6,33.3,52.6,17.47,Low,0
Maize,Clay,Rabi,West,56,18,75,5.92,98,32.3,46.5,24.82,Low,0
Cotton,Clay,Zaid,East,179,124,298,6.77,350.6,24.1,84,32.42,High,1
Millets,Black,Zaid,East,193,130,152,7.18,436.6,20.1,71.3,44.33,High,1
Sugarcane,Clay,Zaid,Central,270,109,291,7.28,264.3,26.8,84,43.72,High,1
Rice,Sandy,Rabi,North,165,102,178,7.94,361.5,25.1,82.5,34.43,High,1
Rice,Black,Zaid,Central,176,141,193,7.37,265.9,27.3,80.1,44.46,High,1
Rice,Clay,Zaid,South,139,106,137,6.65,317.1,22.7,60.3,23.96,Moderate,1
Sugarcane,Black,Rabi,East,210,151,151,6.79,421.2,25.4,85.1,34.79,High,1
Millets,Clay,Rabi,East,281,101,182,7.96,398.6,20.9,76.9,34.83,High,1
Cotton,Red,Rabi,East,269,144,159,6.86,293,24.5,77.9,33.12,High,1
Wheat,Red,Kharif,West,218,112,160,7.84,312.3,25.8,81.4,31.54,High,1
Maize,Loamy,Rabi,South,94,77,132,6.77,295.2,25.2,58.7,26.06,Moderate,1
Cotton,Red,Rabi,West,92,84,177,7.36,199.3,26.4,68.8,22.99,Moderate,1
Rice,Sandy,Kharif,Central,273,101,289,7.03,310.9,27.2,77.4,37.33,High,1
Millets,Loamy,Zaid,Central,193,149,203,6.81,420.9,23.9,69,43.68,High,1
Cotton,Clay,Kharif,South,219,165,254,7.07,304.4,27.5,87.6,30.29,High,1
Maize,Red,Rabi,Central,143,101,71,6.5,285.4,27.7,71.1,31.53,Moderate,1
Wheat,Sandy,Rabi,West,236,162,228,7.83,436.6,18.2,67.6,32.79,High,1
Millets,Red,Zaid,South,156,109,113,6.91,292.1,22.7,48.5,25.4,Moderate,1
Sugarcane,Red,Kharif,West,91,61,54,6.01,115.7,33.8,44.2,17.75,Low,0
Maize,Red,Rabi,South,41,35,25,6.07,76.4,34.1,28.2,15.25,Low,0
Maize,Sandy,Zaid,West,60,62,48,5.74,81.8,36.6,42.1,22.08,Low,0
Millets,Clay,Kharif,North,115,78,131,7.32,259.7,25.1,61.2,28.96,Moderate,1
Wheat,Loamy,Rabi,Central,82,24,55,5,98.5,33.7,37,23.09,Low,0
Maize,Sandy,Zaid,South,175,131,179,7.2,262,23.4,75.3,30.69,High,1
Sugarcane,Loamy,Kharif,Central,114,63,39,5.47,89.7,30.5,29.2,16.71,Low,0
Sugarcane,Sandy,Rabi,West,87,33,71,5.33,164.9,35.3,39.9,24.8,Low,0
Millets,Black,Zaid,West,241,168,237,7.25,359.9,22,67.2,43.06,High,1
Wheat,Sandy,Kharif,East,261,136,186,7.62,330,26,69.4,33.25,High,1
Maize,Black,Zaid,West,210,115,278,7.97,399.2,19.2,70.4,35.93,High,1
Millets,Red,Kharif,West,231,144,200,7.42,357.2,19.7,70.7,42.23,High,1
Cotton,Loamy,Zaid,South,100,41,43,5.42,89.2,35.3,42.2,26.25,Low,0
Maize,Red,Rabi,West,177,74,140,7.36,271.8,23.8,51.6,25.94,Moderate,1
Sugarcane,Loamy,Rabi,East,100,104,178,6.99,241.5,22.7,63.5,25.21,Moderate,1
Maize,Sandy,Zaid,Central,297,103,251,8.18,317.3,26.2,86.5,38.55,High,1
Maize,Loamy,Rabi,West,286,135,189,7.78,446,27.4,84.6,38.47,High,1
Maize,Clay,Rabi,North,123,87,167,7.4,269.9,26.1,67.9,23.25,Moderate,1
Wheat,Black,Zaid,Central,226,134,180,7.56,433,27.8,68.5,41.26,High,1
Rice,Loamy,Rabi,North,176,106,136,5.88,286,28.9,74.9,32.72,Moderate,1
Wheat,Black,Kharif,West,151,119,129,7.23,195.2,31.8,54.6,26.85,Moderate,1
Cotton,Black,Zaid,South,82,69,33,5.87,149,37.2,52,18.76,Low,0
Maize,Sandy,Zaid,East,237,163,274,7.18,355.2,18.2,83.2,31.31,High,1
Millets,Sandy,Rabi,Central,174,64,107,6.57,177,28.4,49.6,33.3,Moderate,1
Sugarcane,Red,Zaid,North,138,74,174,6,206.6,23.7,71.6,23.83,Moderate,1
Cotton,Loamy,Zaid,North,111,108,77,6.73,156.9,31.2,53.2,23.81,Moderate,1
Rice,Black,Zaid,East,223,165,172,7.53,394.5,19.8,81.7,32.34,High,1
Wheat,Clay,Zaid,North,91,40,36,6.21,123.7,35.5,41.5,15.61,Low,0
Maize,Clay,Zaid,West,73,50,37,6.07,197.9,30.2,30.4,17.47,Low,0
Sugarcane,Black,Rabi,West,180,109,79,6.07,319.3,23,58.7,24,Moderate,1
Sugarcane,Sandy,Kharif,Central,72,57,34,6.18,116.2,33.4,28.3,25.62,Low,0
Maize,Clay,Rabi,West,65,63,26,5.66,194.2,30.6,39.4,15.39,Low,0
Millets,Loamy,Rabi,South,127,91,158,7.49,243.5,26.4,64.8,29.3,Moderate,1
Maize,Loamy,Zaid,West,105,58,177,5.97,213.2,28.3,50.3,23.3,Moderate,1
Cotton,Loamy,Zaid,West,41,35,35,5.01,191.9,32.7,46,19.93,Low,0
Sugarcane,Black,Zaid,North,75,38,16,5.8,187.6,31,47.7,19.06,Low,0
Millets,Red,Zaid,Central,149,116,72,6.72,242.3,28.7,47.1,27.94,Moderate,1
Cotton,Black,Zaid,North,193,59,127,7.38,274.7,29,61.4,27.66,Moderate,1
Sugarcane,Black,Rabi,Central,288,126,209,6.76,429,20,89.1,38.49,High,1
Sugarcane,Loamy,Rabi,East,197,78,176,6.74,244.9,22.2,68.6,24.8,Moderate,1
Maize,Clay,Rabi,East,197,50,115,6.2,193.3,29.6,47.9,27.5,Moderate,1
Sugarcane,Loamy,Rabi,South,177,116,282,7.75,345.7,23,69.2,33.85,High,1
Maize,Sandy,Kharif,South,99,16,57,5.03,106.4,31.9,28.5,22.8,Low,0
Cotton,Loamy,Rabi,Central,77,62,77,5.96,94.7,36.1,49.7,17.05,Low,0
Cotton,Black,Kharif,East,223,109,227,6.55,377,20.2,77.1,44.6,High,1
Wheat,Red,Rabi,West,165,123,221,6.94,390.5,24.6,80,39.99,High,1
Millets,Clay,Kharif,North,118,72,124,7.39,279.8,30.4,42.6,33.51,Moderate,1
Wheat,Sandy,Rabi,Central,93,112,137,6.8,238.8,28,49.3,23.74,Moderate,1
Wheat,Sandy,Zaid,South,292,112,159,7.91,384.1,27,65.9,37.86,High,1
Rice,Sandy,Kharif,Central,93,21,71,6.15,91.8,31.3,47.9,17.6,Low,0
Sugarcane,Sandy,Kharif,West,65,44,50,5.63,175.3,31.2,54.1,17.53,Low,0
Millets,Black,Kharif,East,256,113,263,6.83,317.5,19.3,68.8,41.95,High,1
Sugarcane,Clay,Rabi,West,182,140,267,7.35,428.1,24.2,62,44.45,High,1
Cotton,Sandy,Kharif,East,187,115,175,7.84,431.4,18.2,64.1,38.58,High,1
Maize,Sandy,Zaid,East,189,133,283,6.65,444.8,22.1,76.7,37.94,High,1
Sugarcane,Loamy,Zaid,North,268,135,179,7.99,435.5,20.2,81.2,34.71,High,1
Sugarcane,Clay,Zaid,South,50,22,57,6.26,199.8,33.6,36,15.17,Low,0
Sugarcane,Sandy,Rabi,East,189,169,189,8.14,365.9,25.9,70.1,36.94,High,1
